"(X,Y)",Moon Points
"(268, -86)",0
"(268, -78)",0
"(187, -301)",0
"(186, -301)",0
"(184, -301)",0
"(182, -301)",0
"(181, -301)",0
"(204, -301)",0
"(268, -109)",0
"(268, -112)",0
"(268, -113)",0
"(268, -158)",0
"(268, -154)",0
"(268, -153)",0
"(268, -148)",0
"(217, -301)",0
"(268, -146)",0
"(268, -145)",0
"(268, -138)",0
"(216, -301)",0
"(214, -301)",0
"(213, -301)",0
"(212, -301)",0
"(268, -137)",0
"(268, -134)",0
"(211, -301)",0
"(268, -133)",0
"(268, -128)",0
"(268, -126)",0
"(268, -118)",0
"(268, -117)",0
"(268, -114)",0
"(268, -73)",0
"(174, -301)",0
"(268, -3)",0
"(268, -17)",0
"(268, -32)",0
"(268, -28)",0
"(268, -27)",0
"(268, -26)",0
"(141, -301)",0
"(268, -18)",0
"(138, -301)",0
"(137, -301)",0
"(136, -301)",0
"(134, -301)",0
"(268, -16)",0
"(268, -66)",0
"(132, -301)",0
"(268, -13)",0
"(268, -8)",0
"(131, -301)",0
"(268, -7)",0
"(268, -6)",0
"(268, -4)",0
"(125, -301)",0
"(124, -301)",0
"(123, -301)",0
"(268, -33)",0
"(268, -36)",0
"(142, -301)",0
"(144, -301)",0
"(268, -65)",0
"(268, -58)",0
"(268, -54)",0
"(173, -301)",0
"(171, -301)",0
"(268, -53)",0
"(268, -52)",0
"(164, -301)",0
"(268, -46)",0
"(162, -301)",0
"(161, -301)",0
"(268, -44)",0
"(268, -43)",0
"(154, -301)",0
"(152, -301)",0
"(151, -301)",0
"(268, -41)",0
"(147, -301)",0
"(268, -40)",0
"(268, -39)",0
"(146, -301)",0
"(8, -267)",0
"(302, -202)",0
"(26, -301)",0
"(196, 106)",0
"(187, 115)",0
"(-267, 162)",0
"(188, 114)",0
"(-267, 161)",0
"(189, 113)",0
"(-267, 157)",0
"(-267, 156)",0
"(190, 112)",0
"(194, 108)",0
"(-267, 152)",0
"(202, 100)",0
"(214, 88)",0
"(-267, 148)",0
"(-267, 147)",0
"(204, 98)",0
"(-267, 146)",0
"(-267, 145)",0
"(-267, 144)",0
"(205, 97)",0
"(208, 94)",0
"(-267, 142)",0
"(209, 93)",0
"(185, 117)",0
"(184, 118)",0
"(-267, 164)",0
"(179, 123)",0
"(-267, 202)",0
"(-267, 197)",0
"(-267, 187)",0
"(-267, 186)",0
"(-267, 185)",0
"(164, 138)",0
"(165, 137)",0
"(-267, 184)",0
"(-267, 183)",0
"(166, 136)",0
"(167, 135)",0
"(-267, 182)",0
"(168, 134)",0
"(169, 133)",0
"(174, 128)",0
"(175, 127)",0
"(-267, 179)",0
"(-267, 177)",0
"(-267, 172)",0
"(176, 126)",0
"(177, 125)",0
"(210, 92)",0
"(-267, 141)",0
"(-267, 204)",0
"(-267, 97)",0
"(244, 58)",0
"(245, 57)",0
"(248, 54)",0
"(249, 53)",0
"(-267, 106)",0
"(250, 52)",0
"(-267, 104)",0
"(-267, 102)",0
"(-267, 99)",0
"(254, 48)",0
"(-267, 94)",0
"(-267, 139)",0
"(256, 46)",0
"(257, 45)",0
"(-267, 93)",0
"(-267, 92)",0
"(-267, 84)",0
"(-267, 82)",0
"(-267, 79)",0
"(-267, 77)",0
"(262, 40)",0
"(-267, 70)",0
"(243, 59)",0
"(-267, 107)",0
"(-267, 112)",0
"(236, 66)",0
"(-267, 138)",0
"(-267, 137)",0
"(216, 86)",0
"(-267, 136)",0
"(220, 82)",0
"(224, 78)",0
"(225, 77)",0
"(-267, 132)",0
"(-267, 127)",0
"(-267, 126)",0
"(228, 74)",0
"(229, 73)",0
"(-267, 125)",0
"(-267, 124)",0
"(-267, 123)",0
"(-267, 122)",0
"(234, 68)",0
"(235, 67)",0
"(-267, 118)",0
"(-267, 117)",0
"(-267, 116)",0
"(162, 140)",0
"(-267, 212)",0
"(264, 38)",0
"(-236, 267)",0
"(89, 213)",0
"(-213, 267)",0
"(-217, 267)",0
"(-220, 267)",0
"(-222, 267)",0
"(-223, 267)",0
"(-224, 267)",0
"(94, 208)",0
"(95, 207)",0
"(-230, 267)",0
"(-237, 267)",0
"(-246, 267)",0
"(-240, 267)",0
"(-242, 267)",0
"(96, 206)",0
"(97, 205)",0
"(102, 200)",0
"(-243, 267)",0
"(104, 198)",0
"(105, 197)",0
"(108, 194)",0
"(109, 193)",0
"(88, 214)",0
"(87, 215)",0
"(85, 217)",0
"(-210, 267)",0
"(-179, 267)",0
"(-180, 267)",0
"(65, 237)",0
"(67, 235)",0
"(68, 234)",0
"(69, 233)",0
"(72, 230)",0
"(-182, 267)",0
"(-189, 267)",0
"(73, 229)",0
"(-190, 267)",0
"(74, 228)",0
"(-192, 267)",0
"(76, 226)",0
"(-200, 267)",0
"(-202, 267)",0
"(-206, 267)",0
"(80, 222)",0
"(-207, 267)",0
"(-209, 267)",0
"(84, 218)",0
"(-244, 267)",0
"(114, 188)",0
"(158, 144)",0
"(-267, 251)",0
"(142, 160)",0
"(144, 158)",0
"(145, 157)",0
"(146, 156)",0
"(148, 154)",0
"(149, 153)",0
"(150, 152)",0
"(-267, 254)",0
"(-267, 253)",0
"(-267, 252)",0
"(-267, 244)",0
"(116, 186)",0
"(-267, 242)",0
"(-267, 237)",0
"(-267, 233)",0
"(-267, 232)",0
"(-267, 224)",0
"(154, 148)",0
"(-267, 223)",0
"(-267, 222)",0
"(-267, 217)",0
"(156, 146)",0
"(136, 166)",0
"(135, 167)",0
"(134, 168)",0
"(-267, 256)",0
"(-247, 267)",0
"(-250, 267)",0
"(-254, 267)",0
"(-255, 267)",0
"(-256, 267)",0
"(-257, 267)",0
"(118, 184)",0
"(-260, 267)",0
"(-262, 267)",0
"(-263, 267)",0
"(-265, 267)",0
"(120, 182)",0
"(123, 179)",0
"(124, 178)",0
"(125, 177)",0
"(126, 176)",0
"(128, 174)",0
"(-267, 264)",0
"(-267, 262)",0
"(129, 173)",0
"(-267, 257)",0
"(-267, 64)",0
"(265, 37)",0
"(302, -201)",0
"(302, -108)",0
"(-119, -148)",0
"(302, -101)",0
"(-110, -157)",0
"(302, -103)",0
"(-106, -161)",0
"(-105, -162)",0
"(-104, -163)",0
"(-103, -164)",0
"(-100, -167)",0
"(-95, -172)",0
"(-90, -177)",0
"(-75, -192)",0
"(-88, -179)",0
"(302, -114)",0
"(302, -116)",0
"(302, -117)",0
"(-86, -181)",0
"(-85, -182)",0
"(-83, -184)",0
"(-82, -185)",0
"(302, -121)",0
"(302, -126)",0
"(302, -98)",0
"(-120, -147)",0
"(302, -94)",0
"(-123, -144)",0
"(-170, -97)",0
"(302, -68)",0
"(-166, -101)",0
"(-165, -102)",0
"(-164, -103)",0
"(-163, -104)",0
"(-160, -107)",0
"(302, -72)",0
"(-155, -112)",0
"(-151, -116)",0
"(302, -74)",0
"(-150, -117)",0
"(-146, -121)",0
"(-145, -122)",0
"(-143, -124)",0
"(-140, -127)",0
"(-135, -132)",0
"(-131, -136)",0
"(-130, -137)",0
"(-126, -141)",0
"(-125, -142)",0
"(-80, -187)",0
"(-65, -202)",0
"(-175, -92)",0
"(302, -185)",0
"(-23, -244)",0
"(-22, -245)",0
"(-21, -246)",0
"(-20, -247)",0
"(-19, -248)",0
"(-18, -249)",0
"(-17, -250)",0
"(-15, -252)",0
"(302, -174)",0
"(302, -181)",0
"(-11, -256)",0
"(302, -134)",0
"(-10, -257)",0
"(302, -188)",0
"(-6, -261)",0
"(-5, -262)",0
"(-3, -264)",0
"(-2, -265)",0
"(0, -267)",0
"(302, -194)",0
"(302, -198)",0
"(302, -199)",0
"(-24, -243)",0
"(302, -171)",0
"(302, -166)",0
"(302, -165)",0
"(302, -141)",0
"(302, -143)",0
"(-63, -204)",0
"(-62, -205)",0
"(-60, -207)",0
"(302, -151)",0
"(-59, -208)",0
"(-55, -212)",0
"(-54, -213)",0
"(302, -154)",0
"(-45, -222)",0
"(-43, -224)",0
"(-40, -227)",0
"(-39, -228)",0
"(-35, -232)",0
"(302, -155)",0
"(-34, -233)",0
"(-30, -237)",0
"(-26, -241)",0
"(-25, -242)",0
"(302, -161)",0
"(-171, -96)",0
"(-180, -87)",0
"(267, 35)",0
"(302, -1)",0
"(289, 13)",0
"(293, 9)",0
"(-267, 27)",0
"(-267, 26)",0
"(294, 8)",0
"(-267, 24)",0
"(-267, 22)",0
"(296, 6)",0
"(300, 2)",0
"(-267, 18)",0
"(-267, 17)",0
"(302, -12)",0
"(302, -5)",0
"(-267, 16)",0
"(-267, 12)",0
"(-267, 4)",0
"(302, -6)",0
"(302, -7)",0
"(-267, 2)",0
"(-266, -1)",0
"(302, -11)",0
"(-265, -2)",0
"(-267, 32)",0
"(-267, 34)",0
"(-267, 37)",0
"(288, 14)",0
"(-267, 63)",0
"(-267, 62)",0
"(-267, 57)",0
"(-267, 56)",0
"(268, 34)",0
"(269, 33)",0
"(270, 32)",0
"(274, 28)",0
"(276, 26)",0
"(277, 25)",0
"(280, 22)",0
"(281, 21)",0
"(283, 19)",0
"(284, 18)",0
"(285, 17)",0
"(-267, 52)",0
"(-267, 44)",0
"(-267, 43)",0
"(-267, 42)",0
"(286, 16)",0
"(287, 15)",0
"(-263, -4)",0
"(302, -14)",0
"(-183, -84)",0
"(-205, -62)",0
"(302, -42)",0
"(-223, -44)",0
"(-222, -45)",0
"(-220, -47)",0
"(-219, -48)",0
"(-218, -49)",0
"(-217, -50)",0
"(302, -51)",0
"(-215, -52)",0
"(-209, -58)",0
"(-203, -64)",0
"(302, -21)",0
"(302, -54)",0
"(-200, -67)",0
"(302, -57)",0
"(-195, -72)",0
"(302, -59)",0
"(302, -60)",0
"(302, -61)",0
"(-190, -77)",0
"(-186, -81)",0
"(-185, -82)",0
"(-225, -42)",0
"(302, -40)",0
"(302, -35)",0
"(302, -34)",0
"(302, -23)",0
"(-262, -5)",0
"(-259, -8)",0
"(-257, -10)",0
"(-254, -13)",0
"(-251, -16)",0
"(-250, -17)",0
"(-246, -21)",0
"(302, -26)",0
"(-245, -22)",0
"(-243, -24)",0
"(-241, -26)",0
"(302, -31)",0
"(-240, -27)",0
"(-235, -32)",0
"(-231, -36)",0
"(-230, -37)",0
"(-229, -38)",0
"(-228, -39)",0
"(-227, -40)",0
"(-226, -41)",0
"(134, 134)",0
"(24, -301)",0
"(64, 238)",0
"(-301, 277)",0
"(-44, -224)",0
"(-42, -226)",0
"(-41, -227)",0
"(-36, -232)",0
"(-301, 267)",0
"(-35, -233)",0
"(-301, 268)",0
"(-301, 269)",0
"(-301, 273)",0
"(-34, -234)",0
"(-29, -239)",0
"(-6, -262)",0
"(-26, -242)",0
"(-301, 278)",0
"(-25, -243)",0
"(-22, -246)",0
"(-21, -247)",0
"(-301, 280)",0
"(-19, -249)",0
"(-18, -250)",0
"(-16, -252)",0
"(-14, -254)",0
"(-45, -223)",0
"(-301, 259)",0
"(-46, -222)",0
"(-51, -217)",0
"(-96, -172)",0
"(-94, -174)",0
"(-92, -176)",0
"(-91, -177)",0
"(-301, 243)",0
"(-86, -182)",0
"(-85, -183)",0
"(-82, -186)",0
"(-301, 248)",0
"(-81, -187)",0
"(-76, -192)",0
"(-74, -194)",0
"(-65, -203)",0
"(-63, -205)",0
"(-62, -206)",0
"(-56, -212)",0
"(-54, -214)",0
"(-52, -216)",0
"(-301, 249)",0
"(-301, 251)",0
"(-301, 253)",0
"(-8, -260)",0
"(-5, -263)",0
"(-102, -166)",0
"(-279, 301)",0
"(34, -268)",0
"(-298, 301)",0
"(-296, 301)",0
"(-295, 301)",0
"(-291, 301)",0
"(-290, 301)",0
"(38, -268)",0
"(-287, 301)",0
"(-285, 301)",0
"(-281, 301)",0
"(-275, 301)",0
"(-2, -266)",0
"(-268, 301)",0
"(-265, 301)",0
"(39, -268)",0
"(-259, 301)",0
"(-258, 301)",0
"(-257, 301)",0
"(-255, 301)",0
"(41, -268)",0
"(42, -268)",0
"(-246, 301)",0
"(33, -268)",0
"(-299, 301)",0
"(31, -268)",0
"(30, -268)",0
"(-1, -267)",0
"(3, -268)",0
"(4, -268)",0
"(7, -268)",0
"(8, -268)",0
"(13, -268)",0
"(15, -268)",0
"(-301, 288)",0
"(-301, 289)",0
"(18, -268)",0
"(19, -268)",0
"(23, -268)",0
"(-301, 293)",0
"(24, -268)",0
"(26, -268)",0
"(-301, 294)",0
"(28, -268)",0
"(-301, 298)",0
"(-301, 300)",0
"(-301, 301)",0
"(-300, 301)",0
"(-101, -167)",0
"(-105, -163)",0
"(-245, 301)",0
"(-206, -62)",0
"(-301, 181)",0
"(-225, -43)",0
"(-222, -46)",0
"(-301, 188)",0
"(-301, 189)",0
"(-220, -48)",0
"(-216, -52)",0
"(-301, 190)",0
"(-301, 192)",0
"(-301, 193)",0
"(-205, -63)",0
"(-301, 209)",0
"(-301, 197)",0
"(-202, -66)",0
"(-301, 198)",0
"(-201, -67)",0
"(-196, -72)",0
"(-194, -74)",0
"(-301, 200)",0
"(-301, 204)",0
"(-192, -76)",0
"(-301, 205)",0
"(-226, -42)",0
"(-227, -41)",0
"(-228, -40)",0
"(-301, 180)",0
"(-265, -3)",0
"(-262, -6)",0
"(-259, -9)",0
"(-256, -12)",0
"(-255, -13)",0
"(-250, -18)",0
"(-247, -21)",0
"(-301, 168)",0
"(-246, -22)",0
"(-245, -23)",0
"(-244, -24)",0
"(-242, -26)",0
"(-301, 169)",0
"(-301, 171)",0
"(-301, 173)",0
"(-241, -27)",0
"(-236, -32)",0
"(-301, 178)",0
"(-234, -34)",0
"(-232, -36)",0
"(-231, -37)",0
"(-301, 208)",0
"(-301, 213)",0
"(-106, -162)",0
"(-130, -138)",0
"(-152, -116)",0
"(-150, -118)",0
"(-146, -122)",0
"(-145, -123)",0
"(-142, -126)",0
"(-301, 233)",0
"(-141, -127)",0
"(-136, -132)",0
"(-301, 234)",0
"(-134, -134)",0
"(-301, 237)",0
"(-301, 214)",0
"(-129, -139)",0
"(-126, -142)",0
"(-301, 238)",0
"(-125, -143)",0
"(-122, -146)",0
"(-301, 240)",0
"(-121, -147)",0
"(-119, -149)",0
"(-114, -154)",0
"(-108, -160)",0
"(-301, 229)",0
"(-153, -115)",0
"(-154, -114)",0
"(-301, 228)",0
"(-189, -79)",0
"(-186, -82)",0
"(-185, -83)",0
"(-182, -86)",0
"(-301, 218)",0
"(-181, -87)",0
"(-177, -91)",0
"(-301, 219)",0
"(-176, -92)",0
"(-174, -94)",0
"(-167, -101)",0
"(-166, -102)",0
"(-165, -103)",0
"(-301, 220)",0
"(-301, 221)",0
"(-301, 223)",0
"(-162, -106)",0
"(-301, 227)",0
"(-161, -107)",0
"(-156, -112)",0
"(-155, -113)",0
"(46, -268)",0
"(-238, 301)",0
"(-301, 160)",0
"(269, -256)",0
"(254, -268)",0
"(258, -268)",0
"(263, -268)",0
"(2, 299)",0
"(6, 295)",0
"(9, 292)",0
"(266, -268)",0
"(269, -267)",0
"(10, 291)",0
"(269, -259)",0
"(269, -255)",0
"(30, 271)",0
"(269, -252)",0
"(269, -251)",0
"(17, 284)",0
"(269, -250)",0
"(269, -247)",0
"(269, -244)",0
"(269, -243)",0
"(269, -242)",0
"(24, 277)",0
"(269, -240)",0
"(251, -268)",0
"(250, -268)",0
"(-5, 301)",0
"(-7, 301)",0
"(-49, 301)",0
"(215, -268)",0
"(-45, 301)",0
"(-35, 301)",0
"(-25, 301)",0
"(218, -268)",0
"(220, -268)",0
"(223, -268)",0
"(227, -268)",0
"(228, -268)",0
"(233, -268)",0
"(235, -268)",0
"(238, -268)",0
"(-15, 301)",0
"(240, -268)",0
"(243, -268)",0
"(244, -268)",0
"(-11, 301)",0
"(-9, 301)",0
"(245, -268)",0
"(248, -268)",0
"(27, 274)",0
"(269, -237)",0
"(211, -268)",0
"(269, -160)",0
"(269, -187)",0
"(46, 255)",0
"(50, 251)",0
"(269, -182)",0
"(269, -180)",0
"(269, -172)",0
"(269, -171)",0
"(269, -167)",0
"(58, 243)",0
"(269, -162)",0
"(61, 240)",0
"(269, -236)",0
"(269, -156)",0
"(269, -155)",0
"(62, 239)",0
"(66, 235)",0
"(70, 231)",0
"(269, -152)",0
"(269, -151)",0
"(269, -150)",0
"(269, -147)",0
"(269, -140)",0
"(269, -191)",0
"(269, -192)",0
"(269, -193)",0
"(269, -198)",0
"(269, -235)",0
"(269, -232)",0
"(269, -231)",0
"(269, -230)",0
"(269, -227)",0
"(269, -223)",0
"(269, -221)",0
"(269, -219)",0
"(34, 267)",0
"(269, -213)",0
"(269, -212)",0
"(269, -211)",0
"(269, -207)",0
"(269, -203)",0
"(36, 265)",0
"(269, -202)",0
"(37, 264)",0
"(269, -201)",0
"(269, -200)",0
"(40, 261)",0
"(43, 258)",0
"(-55, 301)",0
"(210, -268)",0
"(-236, 301)",0
"(103, -268)",0
"(88, -268)",0
"(91, -268)",0
"(-188, 301)",0
"(-187, 301)",0
"(-185, 301)",0
"(98, -268)",0
"(-181, 301)",0
"(99, -268)",0
"(100, -268)",0
"(-178, 301)",0
"(-175, 301)",0
"(-155, 301)",0
"(-170, 301)",0
"(105, -268)",0
"(106, -268)",0
"(-169, 301)",0
"(107, -268)",0
"(108, -268)",0
"(-168, 301)",0
"(-165, 301)",0
"(110, -268)",0
"(-161, 301)",0
"(86, -268)",0
"(83, -268)",0
"(78, -268)",0
"(-195, 301)",0
"(-235, 301)",0
"(49, -268)",0
"(51, -268)",0
"(-229, 301)",0
"(-225, 301)",0
"(57, -268)",0
"(61, -268)",0
"(64, -268)",0
"(-221, 301)",0
"(-216, 301)",0
"(-215, 301)",0
"(67, -268)",0
"(-213, 301)",0
"(-212, 301)",0
"(-210, 301)",0
"(-205, 301)",0
"(68, -268)",0
"(-200, 301)",0
"(-199, 301)",0
"(73, -268)",0
"(77, -268)",0
"(-158, 301)",0
"(113, -268)",0
"(-59, 301)",0
"(-85, 301)",0
"(165, -268)",0
"(166, -268)",0
"(168, -268)",0
"(-95, 301)",0
"(170, -268)",0
"(-94, 301)",0
"(173, -268)",0
"(178, -268)",0
"(-86, 301)",0
"(183, -268)",0
"(185, -268)",0
"(118, -268)",0
"(187, -268)",0
"(-79, 301)",0
"(188, -268)",0
"(-75, 301)",0
"(-65, 301)",0
"(189, -268)",0
"(193, -268)",0
"(198, -268)",0
"(203, -268)",0
"(208, -268)",0
"(161, -268)",0
"(-105, 301)",0
"(158, -268)",0
"(153, -268)",0
"(-151, 301)",0
"(-145, 301)",0
"(123, -268)",0
"(124, -268)",0
"(128, -268)",0
"(130, -268)",0
"(-135, 301)",0
"(-125, 301)",0
"(-123, 301)",0
"(133, -268)",0
"(-121, 301)",0
"(134, -268)",0
"(137, -268)",0
"(138, -268)",0
"(139, -268)",0
"(-120, 301)",0
"(140, -268)",0
"(-115, 301)",0
"(143, -268)",0
"(148, -268)",0
"(150, -268)",0
"(-268, 2)",0
"(-268, 3)",0
"(22, -301)",0
"(-72, 268)",0
"(-53, 268)",0
"(-55, 268)",0
"(-56, 268)",0
"(-60, 268)",0
"(-61, 268)",0
"(-139, -162)",0
"(-70, 268)",0
"(-71, 268)",0
"(-140, -161)",0
"(-141, -160)",0
"(-74, 268)",0
"(-85, 268)",0
"(-75, 268)",0
"(-145, -156)",0
"(-76, 268)",0
"(-147, -154)",0
"(-78, 268)",0
"(-79, 268)",0
"(-151, -150)",0
"(-80, 268)",0
"(-152, -149)",0
"(-81, 268)",0
"(-51, 268)",0
"(-50, 268)",0
"(-121, -180)",0
"(-118, -183)",0
"(-90, -211)",0
"(-28, 268)",0
"(-29, 268)",0
"(-30, 268)",0
"(-91, -210)",0
"(-96, -205)",0
"(-31, 268)",0
"(-32, 268)",0
"(-35, 268)",0
"(-97, -204)",0
"(-99, -202)",0
"(-36, 268)",0
"(-101, -200)",0
"(-38, 268)",0
"(-40, 268)",0
"(-109, -192)",0
"(-41, 268)",0
"(-45, 268)",0
"(-46, 268)",0
"(-114, -187)",0
"(-49, 268)",0
"(-83, 268)",0
"(-86, 268)",0
"(-25, 268)",0
"(-195, -106)",0
"(-125, 268)",0
"(-126, 268)",0
"(-130, 268)",0
"(-131, 268)",0
"(-135, 268)",0
"(-136, 268)",0
"(-139, 268)",0
"(-140, 268)",0
"(-141, 268)",0
"(-189, -112)",0
"(-196, -105)",0
"(-88, 268)",0
"(-148, 268)",0
"(-150, 268)",0
"(-151, 268)",0
"(-199, -102)",0
"(-153, 268)",0
"(-200, -101)",0
"(-203, -98)",0
"(-155, 268)",0
"(-210, -91)",0
"(-156, 268)",0
"(-181, -120)",0
"(-123, 268)",0
"(-121, 268)",0
"(-120, 268)",0
"(-89, 268)",0
"(-90, 268)",0
"(-91, 268)",0
"(-159, -142)",0
"(-161, -140)",0
"(-92, 268)",0
"(-95, 268)",0
"(-96, 268)",0
"(-100, 268)",0
"(-164, -137)",0
"(-101, 268)",0
"(-104, 268)",0
"(-105, 268)",0
"(-106, 268)",0
"(-110, 268)",0
"(-111, 268)",0
"(-167, -134)",0
"(-171, -130)",0
"(-114, 268)",0
"(-115, 268)",0
"(-116, 268)",0
"(-26, 268)",0
"(-21, 268)",0
"(-159, 268)",0
"(82, 186)",0
"(6, -301)",0
"(4, -301)",0
"(3, -301)",0
"(91, 177)",0
"(86, 182)",0
"(2, -301)",0
"(85, 183)",0
"(1, -301)",0
"(-1, -300)",0
"(83, 185)",0
"(80, 188)",0
"(-21, -280)",0
"(79, 189)",0
"(76, 192)",0
"(75, 193)",0
"(74, 194)",0
"(70, 198)",0
"(65, 203)",0
"(62, 206)",0
"(60, 208)",0
"(59, 209)",0
"(55, 213)",0
"(94, 174)",0
"(95, 173)",0
"(99, 169)",0
"(100, 168)",0
"(21, -301)",0
"(17, -301)",0
"(16, -301)",0
"(131, 137)",0
"(130, 138)",0
"(123, 145)",0
"(122, 146)",0
"(14, -301)",0
"(120, 148)",0
"(119, 149)",0
"(13, -301)",0
"(12, -301)",0
"(115, 153)",0
"(11, -301)",0
"(114, 154)",0
"(111, 157)",0
"(110, 158)",0
"(7, -301)",0
"(105, 163)",0
"(103, 165)",0
"(102, 166)",0
"(-18, -283)",0
"(54, 214)",0
"(-20, 268)",0
"(-75, -226)",0
"(-57, -244)",0
"(-58, -243)",0
"(-61, -240)",0
"(-62, -239)",0
"(6, 262)",0
"(5, 263)",0
"(3, 265)",0
"(-67, -234)",0
"(2, 266)",0
"(-73, -228)",0
"(0, 268)",0
"(50, 218)",0
"(-1, 268)",0
"(-5, 268)",0
"(-6, 268)",0
"(-8, 268)",0
"(-10, 268)",0
"(-76, -225)",0
"(-77, -224)",0
"(-11, 268)",0
"(-81, -220)",0
"(-19, 268)",0
"(-56, -245)",0
"(-55, -246)",0
"(15, 253)",0
"(17, 251)",0
"(48, 220)",0
"(-27, -274)",0
"(47, 221)",0
"(46, 222)",0
"(45, 223)",0
"(43, 225)",0
"(42, 226)",0
"(40, 228)",0
"(39, 229)",0
"(35, 233)",0
"(34, 234)",0
"(28, 240)",0
"(27, 241)",0
"(26, 242)",0
"(25, 243)",0
"(23, 245)",0
"(22, 246)",0
"(-41, -260)",0
"(20, 248)",0
"(19, 249)",0
"(-47, -254)",0
"(-215, -86)",0
"(-160, 268)",0
"(-268, 6)",0
"(-301, 80)",0
"(-268, 159)",0
"(-268, 158)",0
"(-268, 149)",0
"(-268, 148)",0
"(-268, 146)",0
"(-268, 142)",0
"(-268, 139)",0
"(-301, 78)",0
"(-268, 129)",0
"(-301, 79)",0
"(-268, 128)",0
"(-301, 88)",0
"(-268, 126)",0
"(-268, 119)",0
"(-268, 109)",0
"(-301, 81)",0
"(-268, 108)",0
"(-268, 106)",0
"(-301, 84)",0
"(-268, 102)",0
"(-301, 85)",0
"(-301, 87)",0
"(-301, 73)",0
"(-268, 163)",0
"(-301, 72)",0
"(-301, 69)",0
"(-301, 45)",0
"(-268, 198)",0
"(-301, 48)",0
"(-301, 49)",0
"(-301, 50)",0
"(-301, 57)",0
"(-268, 189)",0
"(-301, 58)",0
"(-268, 188)",0
"(-301, 62)",0
"(-301, 63)",0
"(-268, 186)",0
"(-268, 183)",0
"(-268, 182)",0
"(-268, 179)",0
"(-268, 177)",0
"(-268, 174)",0
"(-268, 166)",0
"(-268, 164)",0
"(-301, 67)",0
"(-301, 68)",0
"(-268, 100)",0
"(-301, 89)",0
"(-268, 203)",0
"(-268, 29)",0
"(-301, 133)",0
"(-268, 44)",0
"(-301, 134)",0
"(-301, 136)",0
"(-301, 137)",0
"(-268, 43)",0
"(-268, 40)",0
"(-301, 138)",0
"(-268, 39)",0
"(-301, 141)",0
"(-301, 143)",0
"(-301, 91)",0
"(-268, 28)",0
"(-268, 26)",0
"(-301, 149)",0
"(-268, 23)",0
"(-268, 19)",0
"(-301, 152)",0
"(-301, 153)",0
"(-268, 17)",0
"(-268, 14)",0
"(-301, 158)",0
"(-301, 129)",0
"(-301, 128)",0
"(-268, 46)",0
"(-301, 120)",0
"(-268, 99)",0
"(-268, 95)",0
"(-301, 93)",0
"(-301, 94)",0
"(-268, 94)",0
"(-301, 97)",0
"(-301, 101)",0
"(-301, 103)",0
"(-268, 86)",0
"(-268, 79)",0
"(-268, 71)",0
"(-301, 108)",0
"(-301, 109)",0
"(-301, 113)",0
"(-301, 117)",0
"(-268, 66)",0
"(-268, 64)",0
"(-268, 59)",0
"(-268, 55)",0
"(-301, 118)",0
"(-268, 54)",0
"(-268, 199)",0
"(-268, 206)",0
"(-161, 268)",0
"(-211, 268)",0
"(-196, 268)",0
"(-200, 268)",0
"(-201, 268)",0
"(-205, 268)",0
"(-256, -45)",0
"(-206, 268)",0
"(-208, 268)",0
"(-257, -44)",0
"(-261, -40)",0
"(-210, 268)",0
"(-273, -28)",0
"(-222, 268)",0
"(-276, -25)",0
"(-277, -24)",0
"(-212, 268)",0
"(-281, -20)",0
"(-217, 268)",0
"(-218, 268)",0
"(-220, 268)",0
"(-221, 268)",0
"(-300, -1)",0
"(-301, 0)",0
"(-195, 268)",0
"(-254, -47)",0
"(-194, 268)",0
"(-245, -56)",0
"(-216, -85)",0
"(-217, -84)",0
"(-220, -81)",0
"(-165, 268)",0
"(-221, -80)",0
"(-166, 268)",0
"(-170, 268)",0
"(-227, -74)",0
"(-235, -66)",0
"(-171, 268)",0
"(-175, 268)",0
"(-176, 268)",0
"(-180, 268)",0
"(-181, 268)",0
"(-185, 268)",0
"(-236, -65)",0
"(-237, -64)",0
"(-241, -60)",0
"(-186, 268)",0
"(-190, 268)",0
"(-191, 268)",0
"(-301, 1)",0
"(-301, 4)",0
"(-301, 44)",0
"(-268, 259)",0
"(-260, 268)",0
"(-261, 268)",0
"(-262, 268)",0
"(-301, 28)",0
"(-301, 29)",0
"(-265, 268)",0
"(-301, 33)",0
"(-266, 268)",0
"(-268, 266)",0
"(-268, 260)",0
"(-268, 254)",0
"(-225, 268)",0
"(-268, 253)",0
"(-268, 246)",0
"(-268, 239)",0
"(-268, 234)",0
"(-268, 226)",0
"(-301, 38)",0
"(-268, 220)",0
"(-268, 219)",0
"(-268, 214)",0
"(-301, 40)",0
"(-301, 26)",0
"(-301, 25)",0
"(-301, 24)",0
"(-301, 21)",0
"(-226, 268)",0
"(-230, 268)",0
"(-301, 5)",0
"(-231, 268)",0
"(-301, 8)",0
"(-240, 268)",0
"(-301, 9)",0
"(-241, 268)",0
"(-301, 12)",0
"(-245, 268)",0
"(-301, 13)",0
"(-246, 268)",0
"(-248, 268)",0
"(-250, 268)",0
"(-251, 268)",0
"(-301, 17)",0
"(-301, 18)",0
"(-301, 19)",0
"(-301, 20)",0
"(-255, 268)",0
"(-258, 268)",0
"(-172, 267)",0
"(62, 240)",0
"(-223, 299)",0
"(160, -302)",0
"(-59, 266)",0
"(176, -302)",0
"(175, -302)",0
"(174, -302)",0
"(170, -302)",0
"(-64, 266)",0
