"(X,Y)",Moon Points
"(143, -243)",2
"(-288, 108)",2
"(154, -243)",2
"(-288, 112)",2
"(-288, 128)",2
"(-288, 132)",2
"(179, -243)",2
"(-288, 143)",2
"(-288, 145)",2
"(-288, 148)",2
"(-288, 149)",2
"(-288, 155)",2
"(-288, 158)",2
"(-288, 159)",2
"(-288, 161)",2
"(-288, 165)",2
"(-288, 168)",2
"(209, -243)",2
"(-288, 169)",2
"(-288, 173)",2
"(-288, 175)",2
"(219, -243)",2
"(-288, 178)",2
"(-288, 179)",2
"(119, -243)",2
"(113, -243)",2
"(-288, 78)",2
"(-24, -219)",2
"(-78, -165)",2
"(-76, -167)",2
"(-74, -169)",2
"(-68, -175)",2
"(-227, -61)",2
"(-61, -182)",2
"(-58, -185)",2
"(-48, -195)",2
"(-38, -205)",2
"(-34, -209)",2
"(-33, -210)",2
"(-259, -29)",2
"(-279, -9)",2
"(103, -243)",2
"(-3, -240)",2
"(-288, 0)",2
"(-288, 5)",2
"(32, -243)",2
"(33, -243)",2
"(39, -243)",2
"(-288, 30)",2
"(-288, 34)",2
"(59, -243)",2
"(69, -243)",2
"(72, -243)",2
"(73, -243)",2
"(229, -243)",2
"(-288, 185)",2
"(244, -24)",2
"(-288, 188)",2
"(-288, 239)",2
"(244, -172)",2
"(-288, 241)",2
"(-288, 245)",2
"(-288, 248)",2
"(244, -164)",2
"(-288, 249)",2
"(-288, 253)",2
"(-288, 255)",2
"(244, -152)",2
"(-288, 268)",2
"(244, -144)",2
"(-288, 274)",2
"(244, -132)",2
"(244, -131)",2
"(-278, 288)",2
"(-268, 288)",2
"(-258, 288)",2
"(-257, 288)",2
"(-251, 288)",2
"(-248, 288)",2
"(244, -86)",2
"(-242, 288)",2
"(-241, 288)",2
"(244, -66)",2
"(-228, 288)",2
"(-208, 288)",2
"(-288, 238)",2
"(-288, 235)",2
"(-288, 233)",2
"(-288, 210)",2
"(-288, 189)",2
"(-288, 193)",2
"(-288, 195)",2
"(-288, 198)",2
"(-288, 199)",2
"(-288, 201)",2
"(-288, 203)",2
"(244, -224)",2
"(-288, 205)",2
"(-288, 207)",2
"(-288, 208)",2
"(-288, 209)",2
"(244, -212)",2
"(244, -184)",2
"(-288, 213)",2
"(-288, 215)",2
"(244, -207)",2
"(244, -204)",2
"(-288, 218)",2
"(-288, 219)",2
"(-288, 221)",2
"(-288, 225)",2
"(244, -192)",2
"(-288, 227)",2
"(-288, 228)",2
"(-288, 229)",2
"(-47, -195)",2
"(13, 276)",2
"(77, 213)",2
"(290, -263)",2
"(-241, 57)",2
"(-241, 46)",2
"(-241, 44)",2
"(290, -285)",2
"(-241, 22)",2
"(-241, 9)",2
"(-237, -4)",2
"(-227, -14)",2
"(-221, -20)",2
"(-201, -40)",2
"(-200, -41)",2
"(249, -289)",2
"(221, -289)",2
"(-170, -71)",2
"(-167, -74)",2
"(206, -289)",2
"(203, -289)",2
"(191, -289)",2
"(-147, -94)",2
"(-142, -99)",2
"(-140, -101)",2
"(-134, -107)",2
"(-127, -114)",2
"(167, -289)",2
"(-120, -121)",2
"(-114, -127)",2
"(-107, -134)",2
"(290, -265)",2
"(290, -254)",2
"(-241, 198)",2
"(290, -241)",2
"(-241, 186)",2
"(-241, 183)",2
"(290, -159)",2
"(-241, 179)",2
"(-241, 178)",2
"(290, -174)",2
"(-241, 168)",2
"(-241, 166)",2
"(-241, 158)",2
"(290, -180)",2
"(290, -181)",2
"(-241, 146)",2
"(-241, 143)",2
"(-241, 139)",2
"(-241, 138)",2
"(290, -194)",2
"(290, -201)",2
"(-241, 126)",2
"(290, -214)",2
"(290, -220)",2
"(290, -221)",2
"(-241, 104)",2
"(-241, 102)",2
"(-241, 95)",2
"(-241, 94)",2
"(290, -234)",2
"(290, -239)",2
"(-102, -139)",2
"(-100, -141)",2
"(-94, -147)",2
"(-87, -154)",2
"(-50, -239)",2
"(-51, -238)",2
"(-58, -231)",2
"(141, -241)",2
"(143, -241)",2
"(144, -241)",2
"(146, -241)",2
"(148, -241)",2
"(-65, -224)",2
"(-67, -222)",2
"(-68, -221)",2
"(156, -241)",2
"(-69, -220)",2
"(166, -241)",2
"(168, -241)",2
"(-78, -211)",2
"(-85, -204)",2
"(-87, -202)",2
"(-88, -201)",2
"(-89, -200)",2
"(187, -241)",2
"(188, -241)",2
"(-98, -191)",2
"(-105, -184)",2
"(-107, -182)",2
"(-108, -181)",2
"(-109, -180)",2
"(111, -241)",2
"(107, -241)",2
"(2, -289)",2
"(71, -289)",2
"(-80, -161)",2
"(134, -289)",2
"(-74, -167)",2
"(-67, -174)",2
"(-60, -181)",2
"(-54, -187)",2
"(111, -289)",2
"(-47, -194)",2
"(103, -289)",2
"(91, -289)",2
"(87, -289)",2
"(-17, -224)",2
"(47, -289)",2
"(74, -241)",2
"(19, -241)",2
"(26, -241)",2
"(28, -241)",2
"(31, -241)",2
"(36, -241)",2
"(46, -241)",2
"(48, -241)",2
"(56, -241)",2
"(12, -289)",2
"(71, -241)",2
"(72, -241)",2
"(73, -241)",2
"(290, -154)",2
"(290, -146)",2
"(3, 286)",2
"(126, 164)",2
"(132, 158)",2
"(134, 156)",2
"(138, 152)",2
"(241, -9)",2
"(241, -8)",2
"(241, -5)",2
"(142, 148)",2
"(234, 7)",2
"(231, 10)",2
"(143, 147)",2
"(146, 144)",2
"(147, 143)",2
"(217, 24)",2
"(150, 140)",2
"(152, 138)",2
"(154, 136)",2
"(158, 132)",2
"(194, 47)",2
"(191, 50)",2
"(181, 60)",2
"(179, 62)",2
"(177, 64)",2
"(174, 67)",2
"(182, 108)",2
"(183, 107)",2
"(185, 105)",2
"(188, 102)",2
"(127, 163)",2
"(123, 167)",2
"(290, -145)",2
"(241, -27)",2
"(78, 212)",2
"(241, -111)",2
"(241, -110)",2
"(241, -108)",2
"(82, 208)",2
"(83, 207)",2
"(86, 204)",2
"(87, 203)",2
"(241, -88)",2
"(92, 198)",2
"(94, 196)",2
"(97, 193)",2
"(98, 192)",2
"(241, -71)",2
"(241, -70)",2
"(102, 188)",2
"(103, 187)",2
"(106, 184)",2
"(241, -61)",2
"(107, 183)",2
"(110, 180)",2
"(112, 178)",2
"(114, 176)",2
"(118, 172)",2
"(122, 168)",2
"(241, -33)",2
"(241, -30)",2
"(193, 97)",2
"(142, 99)",2
"(141, 100)",2
"(132, 109)",2
"(40, 201)",2
"(39, 202)",2
"(33, 208)",2
"(31, 210)",2
"(255, 35)",2
"(17, 224)",2
"(265, 25)",2
"(281, 9)",2
"(-18, 241)",2
"(282, 8)",2
"(-34, 241)",2
"(-64, 241)",2
"(-72, 241)",2
"(290, -45)",2
"(-149, 241)",2
"(290, -65)",2
"(290, -71)",2
"(-188, 241)",2
"(-203, 241)",2
"(-241, 237)",2
"(290, -124)",2
"(-241, 229)",2
"(-241, 228)",2
"(290, -125)",2
"(-241, 218)",2
"(290, -135)",2
"(-241, 206)",2
"(43, 198)",2
"(45, 196)",2
"(242, 48)",2
"(222, 68)",2
"(204, 86)",2
"(125, 116)",2
"(123, 118)",2
"(122, 119)",2
"(121, 120)",2
"(112, 129)",2
"(215, 75)",2
"(105, 136)",2
"(103, 138)",2
"(102, 139)",2
"(101, 140)",2
"(92, 149)",2
"(85, 156)",2
"(52, 189)",2
"(83, 158)",2
"(82, 159)",2
"(81, 160)",2
"(76, 165)",2
"(72, 169)",2
"(234, 56)",2
"(235, 55)",2
"(65, 176)",2
"(63, 178)",2
"(62, 179)",2
"(61, 180)",2
"(241, 49)",2
"(-114, -175)",2
"(206, -241)",2
"(208, -241)",2
"(-289, 223)",2
"(-289, 240)",2
"(-289, 241)",2
"(-289, 243)",2
"(-173, 242)",2
"(-174, 242)",2
"(-289, 254)",2
"(-190, 242)",2
"(-191, 242)",2
"(-289, 273)",2
"(-218, 242)",2
"(-220, 242)",2
"(-234, 242)",2
"(-279, 289)",2
"(-242, 236)",2
"(-269, 289)",2
"(-267, 289)",2
"(-242, 217)",2
"(-242, 216)",2
"(-242, 215)",2
"(-242, 212)",2
"(-242, 208)",2
"(-259, 289)",2
"(-257, 289)",2
"(-242, 197)",2
"(-242, 196)",2
"(-242, 195)",2
"(-251, 289)",2
"(-289, 234)",2
"(-289, 220)",2
"(214, -241)",2
"(-134, 242)",2
"(-289, 132)",2
"(-1, 242)",2
"(-289, 143)",2
"(-21, 242)",2
"(-34, 242)",2
"(-289, 154)",2
"(-42, 242)",2
"(-289, 160)",2
"(-289, 163)",2
"(-54, 242)",2
"(-64, 242)",2
"(-289, 174)",2
"(-74, 242)",2
"(-289, 180)",2
"(-289, 183)",2
"(-82, 242)",2
"(-289, 194)",2
"(-91, 242)",2
"(-289, 195)",2
"(-289, 200)",2
"(-289, 203)",2
"(-114, 242)",2
"(-123, 242)",2
"(-124, 242)",2
"(-289, 214)",2
"(-289, 215)",2
"(-133, 242)",2
"(-249, 289)",2
"(-242, 192)",2
"(-242, 188)",2
"(-242, 181)",2
"(-242, 9)",2
"(-239, -3)",2
"(-113, 289)",2
"(-99, 289)",2
"(-89, 289)",2
"(-87, 289)",2
"(-184, -58)",2
"(-182, -60)",2
"(-59, 289)",2
"(-49, 289)",2
"(-141, -101)",2
"(-133, -109)",2
"(-127, -115)",2
"(-33, 289)",2
"(-31, 289)",2
"(-30, 289)",2
"(-113, -129)",2
"(-107, -135)",2
"(-101, -141)",2
"(-93, -149)",2
"(-13, 289)",2
"(-11, 289)",2
"(-10, 289)",2
"(-73, -169)",2
"(-2, 289)",2
"(-67, -175)",2
"(-1, 289)",2
"(-242, 26)",2
"(-242, 27)",2
"(-242, 46)",2
"(-242, 148)",2
"(-242, 177)",2
"(-242, 176)",2
"(-242, 175)",2
"(-241, 289)",2
"(-239, 289)",2
"(-242, 172)",2
"(-242, 168)",2
"(-242, 157)",2
"(-242, 156)",2
"(-229, 289)",2
"(-227, 289)",2
"(-242, 152)",2
"(-242, 141)",2
"(-242, 56)",2
"(-242, 137)",2
"(-242, 136)",2
"(-242, 135)",2
"(-242, 132)",2
"(-242, 128)",2
"(-242, 120)",2
"(-209, 289)",2
"(-242, 108)",2
"(-242, 107)",2
"(-242, 103)",2
"(-242, 100)",2
"(-242, 80)",2
"(-289, 131)",2
"(-289, 112)",2
"(32, 210)",2
"(242, -127)",2
"(242, -185)",2
"(-148, -141)",2
"(242, -182)",2
"(242, -181)",2
"(242, -179)",2
"(242, -175)",2
"(242, -172)",2
"(242, -171)",2
"(-149, -140)",2
"(242, -167)",2
"(242, -165)",2
"(242, -162)",2
"(242, -161)",2
"(242, -159)",2
"(242, -155)",2
"(242, -153)",2
"(242, -152)",2
"(242, -151)",2
"(-158, -131)",2
"(242, -147)",2
"(242, -145)",2
"(242, -142)",2
"(242, -141)",2
"(242, -139)",2
"(242, -135)",2
"(242, -132)",2
"(242, -131)",2
"(242, -187)",2
"(-147, -142)",2
"(242, -191)",2
"(242, -219)",2
"(216, -241)",2
"(-118, -171)",2
"(-125, -164)",2
"(-127, -162)",2
"(-128, -161)",2
"(-129, -160)",2
"(-134, -155)",2
"(-138, -151)",2
"(242, -232)",2
"(242, -226)",2
"(242, -222)",2
"(242, -221)",2
"(242, -215)",2
"(242, -192)",2
"(242, -213)",2
"(242, -212)",2
"(242, -211)",2
"(242, -207)",2
"(242, -205)",2
"(-145, -144)",2
"(242, -202)",2
"(242, -201)",2
"(242, -199)",2
"(242, -197)",2
"(242, -195)",2
"(242, -193)",2
"(242, -130)",2
"(242, -126)",2
"(35, 207)",2
"(242, -108)",2
"(-289, 2)",2
"(-289, 11)",2
"(-289, 13)",2
"(-289, 14)",2
"(137, 105)",2
"(-289, 32)",2
"(134, 108)",2
"(127, 115)",2
"(117, 125)",2
"(-289, 52)",2
"(114, 128)",2
"(107, 135)",2
"(101, 141)",2
"(99, 143)",2
"(97, 145)",2
"(94, 148)",2
"(87, 155)",2
"(84, 158)",2
"(-289, 72)",2
"(77, 165)",2
"(74, 168)",2
"(67, 175)",2
"(57, 185)",2
"(54, 188)",2
"(47, 195)",2
"(42, 200)",2
"(41, 201)",2
"(-288, -1)",2
"(183, 59)",2
"(192, 50)",2
"(-214, -75)",2
"(242, -107)",2
"(242, -106)",2
"(-171, -118)",2
"(242, -92)",2
"(-177, -112)",2
"(-179, -110)",2
"(242, -72)",2
"(242, -70)",2
"(242, -63)",2
"(-191, -98)",2
"(-213, -76)",2
"(242, -35)",2
"(-216, -73)",2
"(-276, -13)",2
"(242, -29)",2
"(-233, -56)",2
"(242, -10)",2
"(242, -6)",2
"(233, 9)",2
"(221, 21)",2
"(-256, -33)",2
"(-259, -30)",2
"(216, 26)",2
"(211, 31)",2
"(-273, -16)",2
"(-274, -15)",2
"(-149, -88)",2
"(162, 130)",2
"(161, 131)",2
"(-57, -175)",2
"(-34, -198)",2
"(-32, -200)",2
"(295, -135)",2
"(295, -145)",2
"(295, -150)",2
"(295, -151)",2
"(22, -232)",2
"(23, -232)",2
"(295, -164)",2
"(295, -170)",2
"(32, -232)",2
"(33, -232)",2
"(295, -171)",2
"(295, -184)",2
"(295, -190)",2
"(295, -191)",2
"(52, -232)",2
"(295, -204)",2
"(72, -232)",2
"(295, -210)",2
"(295, -211)",2
"(83, -232)",2
"(92, -232)",2
"(94, -232)",2
"(95, -232)",2
"(295, -224)",2
"(104, -232)",2
"(-43, -189)",2
"(-63, -169)",2
"(-232, 79)",2
"(-71, -161)",2
"(-232, 61)",2
"(-232, 56)",2
"(256, 39)",2
"(-232, 40)",2
"(260, 35)",2
"(-232, 26)",2
"(-229, -3)",2
"(-226, -6)",2
"(-214, -18)",2
"(295, -5)",2
"(-206, -26)",2
"(-194, -38)",2
"(-192, -40)",2
"(-181, -51)",2
"(-176, -56)",2
"(-154, -78)",2
"(-137, -95)",2
"(295, -55)",2
"(-123, -109)",2
"(-117, -115)",2
"(-103, -129)",2
"(295, -75)",2
"(-97, -135)",2
"(295, -81)",2
"(295, -83)",2
"(-83, -149)",2
"(-77, -155)",2
"(105, -232)",2
"(111, -232)",2
"(295, -231)",2
"(295, -244)",2
"(233, -173)",2
"(198, -294)",2
"(233, -162)",2
"(233, -158)",2
"(233, -154)",2
"(233, -153)",2
"(233, -149)",2
"(233, -142)",2
"(233, -138)",2
"(233, -135)",2
"(233, -134)",2
"(233, -133)",2
"(183, -294)",2
"(179, -294)",2
"(173, -294)",2
"(233, -114)",2
"(233, -104)",2
"(168, -294)",2
"(233, -89)",2
"(153, -294)",2
"(143, -294)",2
"(138, -294)",2
"(233, -64)",2
"(128, -294)",2
"(233, -50)",2
"(233, -44)",2
"(103, -294)",2
"(233, -174)",2
"(206, -294)",2
"(208, -294)",2
"(212, -232)",2
"(295, -250)",2
"(295, -251)",2
"(142, -232)",2
"(295, -264)",2
"(153, -232)",2
"(162, -232)",2
"(163, -232)",2
"(279, -294)",2
"(192, -232)",2
"(278, -294)",2
"(273, -294)",2
"(202, -232)",2
"(243, -294)",2
"(233, -178)",2
"(233, -224)",2
"(233, -294)",2
"(233, -218)",2
"(233, -215)",2
"(233, -214)",2
"(233, -213)",2
"(233, -202)",2
"(233, -198)",2
"(233, -195)",2
"(233, -194)",2
"(233, -193)",2
"(233, -182)",2
"(-232, 76)",2
"(-232, 87)",2
"(107, 125)",2
"(69, 226)",2
"(77, 218)",2
"(78, 217)",2
"(81, 214)",2
"(82, 213)",2
"(85, 210)",2
"(87, 208)",2
"(89, 206)",2
"(92, 203)",2
"(93, 202)",2
"(-99, 232)",2
"(-109, 232)",2
"(97, 198)",2
"(98, 197)",2
"(101, 194)",2
"(-119, 232)",2
"(102, 193)",2
"(105, 190)",2
"(107, 188)",2
"(109, 186)",2
"(113, 182)",2
"(117, 178)",2
"(118, 177)",2
"(121, 174)",2
"(122, 173)",2
"(125, 170)",2
"(127, 168)",2
"(129, 166)",2
"(73, 222)",2
"(67, 228)",2
"(230, 65)",2
"(-59, 232)",2
"(104, 128)",2
"(97, 135)",2
"(87, 145)",2
"(84, 148)",2
"(-22, 295)",2
"(77, 155)",2
"(67, 165)",2
"(-5, 295)",2
"(64, 168)",2
"(57, 175)",2
"(52, 180)",2
"(51, 181)",2
"(47, 185)",2
"(45, 187)",2
"(16, 279)",2
"(17, 278)",2
"(20, 275)",2
"(40, 255)",2
"(46, 249)",2
"(49, 246)",2
"(53, 242)",2
"(57, 238)",2
"(-19, 232)",2
"(58, 237)",2
"(-36, 232)",2
"(61, 234)",2
"(62, 233)",2
"(-158, 232)",2
"(-159, 232)",2
"(133, 162)",2
"(137, 158)",2
"(182, 113)",2
"(-232, 192)",2
"(-232, 188)",2
"(-232, 177)",2
"(-232, 176)",2
"(-232, 175)",2
"(194, 101)",2
"(-232, 172)",2
"(-232, 168)",2
"(-232, 157)",2
"(-232, 156)",2
"(-232, 155)",2
"(-232, 152)",2
"(-232, 148)",2
"(208, 87)",2
"(209, 86)",2
"(-232, 137)",2
"(-232, 136)",2
"(-232, 135)",2
"(212, 83)",2
"(-232, 132)",2
"(-232, 128)",2
"(-232, 123)",2
"(-232, 120)",2
"(216, 79)",2
"(-232, 116)",2
"(-232, 106)",2
"(-232, 195)",2
"(-232, 196)",2
"(-232, 197)",2
"(-203, 232)",2
"(-168, 232)",2
"(-169, 232)",2
"(138, 157)",2
"(141, 154)",2
"(-175, 232)",2
"(-176, 232)",2
"(142, 153)",2
"(145, 150)",2
"(147, 148)",2
"(149, 146)",2
"(152, 143)",2
"(153, 142)",2
"(-205, 232)",2
"(179, 116)",2
"(157, 138)",2
"(158, 137)",2
"(161, 134)",2
"(-219, 232)",2
"(-229, 232)",2
"(170, 125)",2
"(-232, 226)",2
"(-232, 217)",2
"(-232, 216)",2
"(176, 119)",2
"(-232, 212)",2
"(-232, 208)",2
"(233, -23)",2
"(233, -19)",2
"(98, -294)",2
"(-108, -125)",2
"(-294, 153)",2
"(-98, -135)",2
"(-91, -142)",2
"(-88, -145)",2
"(-294, 164)",2
"(-78, -155)",2
"(-294, 170)",2
"(-73, -160)",2
"(-71, -162)",2
"(-294, 173)",2
"(-68, -165)",2
"(-61, -172)",2
"(-58, -175)",2
"(-294, 184)",2
"(-51, -182)",2
"(-294, 190)",2
"(-48, -185)",2
"(-294, 191)",2
"(-44, -189)",2
"(-43, -190)",2
"(-294, 193)",2
"(-294, 204)",2
"(-294, 210)",2
"(-294, 213)",2
"(-13, -220)",2
"(-12, -221)",2
"(-294, 224)",2
"(-294, 151)",2
"(-294, 149)",2
"(93, -294)",2
"(-294, 148)",2
"(-233, 61)",2
"(-233, 42)",2
"(-233, 38)",2
"(-294, 42)",2
"(-233, 24)",2
"(-233, 20)",2
"(-233, 4)",2
"(-233, 0)",2
"(-294, 62)",2
"(-213, -20)",2
"(-294, 82)",2
"(-294, 83)",2
"(-294, 99)",2
"(-294, 100)",2
"(-294, 102)",2
"(-174, -59)",2
"(-294, 109)",2
"(-294, 110)",2
"(-138, -95)",2
"(-131, -102)",2
"(-128, -105)",2
"(-294, 139)",2
"(-294, 140)",2
"(-121, -112)",2
"(-118, -115)",2
"(-294, 142)",2
"(-111, -122)",2
"(-294, 225)",2
"(4, -233)",2
"(8, -233)",2
"(24, -233)",2
"(-176, 294)",2
"(-175, 294)",2
"(234, -172)",2
"(234, -164)",2
"(234, -152)",2
"(234, -151)",2
"(-148, 294)",2
"(234, -147)",2
"(234, -144)",2
"(234, -142)",2
"(234, -132)",2
"(-138, 294)",2
"(-136, 294)",2
"(-130, 294)",2
"(-128, 294)",2
"(234, -113)",2
"(234, -106)",2
"(-110, 294)",2
"(-107, 294)",2
"(-88, 294)",2
"(-87, 294)",2
"(234, -66)",2
"(234, -46)",2
"(234, -42)",2
"(234, -41)",2
"(234, -34)",2
"(234, -33)",2
"(234, -184)",2
"(-178, 294)",2
"(234, -192)",2
"(154, -233)",2
"(-294, 233)",2
"(-294, 244)",2
"(-294, 250)",2
"(-294, 253)",2
"(64, -233)",2
"(74, -233)",2
"(80, -233)",2
"(84, -233)",2
"(-294, 282)",2
"(110, -233)",2
"(-286, 294)",2
"(-278, 294)",2
"(155, -233)",2
"(-186, 294)",2
"(-258, 294)",2
"(-256, 294)",2
"(174, -233)",2
"(-246, 294)",2
"(194, -233)",2
"(-236, 294)",2
"(-235, 294)",2
"(-228, 294)",2
"(234, -233)",2
"(234, -226)",2
"(234, -212)",2
"(234, -204)",2
"(-294, 22)",2
"(-294, 18)",2
"(-233, 80)",2
"(-109, 233)",2
"(-73, -221)",2
"(21, 212)",2
"(-80, -214)",2
"(-82, -212)",2
"(-83, -211)",2
"(-84, -210)",2
"(5, 228)",2
"(3, 230)",2
"(-93, -201)",2
"(-100, -194)",2
"(-102, -192)",2
"(-103, -191)",2
"(-104, -190)",2
"(-113, -181)",2
"(-36, 233)",2
"(-46, 233)",2
"(-120, -174)",2
"(-122, -172)",2
"(-123, -171)",2
"(-124, -170)",2
"(-129, -165)",2
"(-133, -161)",2
"(-76, 233)",2
"(-140, -154)",2
"(-142, -152)",2
"(-143, -151)",2
"(-144, -150)",2
"(-65, -229)",2
"(-62, -232)",2
"(-60, -234)",2
"(124, 109)",2
"(233, -9)",2
"(221, 12)",2
"(73, -294)",2
"(203, 30)",2
"(59, -294)",2
"(189, 44)",2
"(33, -294)",2
"(163, 70)",2
"(161, 72)",2
"(143, 90)",2
"(138, 95)",2
"(132, 101)",2
"(3, -294)",2
"(44, 189)",2
"(118, 115)",2
"(112, 121)",2
"(-8, -286)",2
"(-11, -283)",2
"(-14, -280)",2
"(92, 141)",2
"(-31, -263)",2
"(72, 161)",2
"(-47, -247)",2
"(58, 175)",2
"(-53, -241)",2
"(52, 181)",2
"(-153, -141)",2
"(-160, -134)",2
"(-233, 118)",2
"(-162, -132)",2
"(-233, 185)",2
"(-233, 183)",2
"(-233, 179)",2
"(-233, 178)",2
"(-233, 175)",2
"(-233, 171)",2
"(-233, 169)",2
"(-233, 168)",2
"(-233, 165)",2
"(-233, 163)",2
"(-233, 159)",2
"(-233, 158)",2
"(-233, 155)",2
"(-233, 151)",2
"(-233, 149)",2
"(-233, 148)",2
"(-233, 145)",2
"(-233, 143)",2
"(-233, 139)",2
"(-233, 138)",2
"(-233, 137)",2
"(-233, 135)",2
"(-233, 131)",2
"(-233, 129)",2
"(-233, 128)",2
"(-233, 125)",2
"(-233, 123)",2
"(-233, 188)",2
"(-233, 189)",2
"(-233, 191)",2
"(-229, -65)",2
"(-168, -126)",2
"(-169, -125)",2
"(-171, -123)",2
"(-147, 233)",2
"(-202, -92)",2
"(-203, -91)",2
"(-175, 233)",2
"(-208, -86)",2
"(-211, -83)",2
"(-205, 233)",2
"(-228, -66)",2
"(-219, 233)",2
"(-254, -40)",2
"(-233, 193)",2
"(-233, 219)",2
"(-233, 218)",2
"(-233, 217)",2
"(-233, 215)",2
"(-233, 211)",2
"(-233, 209)",2
"(-233, 208)",2
"(-233, 205)",2
"(-233, 203)",2
"(-233, 199)",2
"(-233, 198)",2
"(-233, 195)",2
"(-50, 295)",2
"(109, 123)",2
"(234, -22)",2
"(222, -230)",2
"(231, -229)",2
"(231, -228)",2
"(280, -295)",2
"(231, -217)",2
"(231, -206)",2
"(231, -200)",2
"(231, -197)",2
"(231, -186)",2
"(231, -180)",2
"(231, -177)",2
"(231, -166)",2
"(231, -165)",2
"(231, -160)",2
"(231, -157)",2
"(231, -146)",2
"(215, -295)",2
"(231, -140)",2
"(210, -295)",2
"(231, -137)",2
"(205, -295)",2
"(200, -295)",2
"(195, -295)",2
"(180, -295)",2
"(170, -295)",2
"(231, -111)",2
"(231, -110)",2
"(231, -109)",2
"(223, -230)",2
"(211, -230)",2
"(296, -176)",2
"(201, -230)",2
"(52, -230)",2
"(296, -187)",2
"(61, -230)",2
"(63, -230)",2
"(296, -190)",2
"(73, -230)",2
"(296, -196)",2
"(93, -230)",2
"(94, -230)",2
"(296, -207)",2
"(111, -230)",2
"(296, -210)",2
"(296, -216)",2
"(121, -230)",2
"(133, -230)",2
"(296, -227)",2
"(296, -230)",2
"(141, -230)",2
"(296, -236)",2
"(296, -247)",2
"(296, -250)",2
"(161, -230)",2
"(296, -255)",2
"(296, -256)",2
"(171, -230)",2
"(172, -230)",2
"(296, -267)",2
"(231, -108)",2
"(231, -88)",2
"(136, -295)",2
"(231, -71)",2
"(5, -295)",2
"(95, 136)",2
"(93, 138)",2
"(92, 139)",2
"(91, 140)",2
"(82, 149)",2
"(75, 156)",2
"(73, 158)",2
"(72, 159)",2
"(71, 160)",2
"(62, 169)",2
"(-8, -287)",2
"(-10, -285)",2
"(55, 176)",2
"(53, 178)",2
"(50, 181)",2
"(-14, -281)",2
"(42, 189)",2
"(32, 199)",2
"(-40, -255)",2
"(-41, -254)",2
"(-42, -253)",2
"(-44, -251)",2
"(2, 229)",2
"(1, 230)",2
"(-49, -246)",2
"(-52, -243)",2
"(102, 129)",2
"(106, 125)",2
"(111, 120)",2
"(201, 30)",2
"(231, -70)",2
"(135, -295)",2
"(231, -51)",2
"(231, -50)",2
"(231, -48)",2
"(115, -295)",2
"(231, -24)",2
"(231, -16)",2
"(231, -8)",2
"(100, -295)",2
"(210, 21)",2
"(202, 29)",2
"(60, -295)",2
"(112, 119)",2
"(45, -295)",2
"(164, 67)",2
"(141, 90)",2
"(135, 96)",2
"(133, 98)",2
"(132, 99)",2
"(131, 100)",2
"(16, -295)",2
"(122, 109)",2
"(15, -295)",2
"(115, 116)",2
"(113, 118)",2
"(51, -230)",2
"(296, -170)",2
"(111, 121)",2
"(176, 120)",2
"(196, 100)",2
"(199, 97)",2
"(211, 85)",2
"(213, 83)",2
"(-230, 75)",2
"(214, 82)",2
"(216, 80)",2
"(225, 71)",2
"(-230, 61)",2
"(-230, 59)",2
"(236, 60)",2
"(237, 59)",2
"(-230, 45)",2
"(245, 51)",2
"(256, 40)",2
"(259, 37)",2
"(-230, 25)",2
"(261, 35)",2
"(262, 34)",2
"(-228, -2)",2
"(-225, -5)",2
"(-205, -25)",2
"(296, -18)",2
"(296, -20)",2
"(296, -21)",2
"(-198, -32)",2
"(-195, -35)",2
"(179, 117)",2
"(-230, 104)",2
"(33, -230)",2
"(-230, 105)",2
"(-230, 186)",2
"(108, 188)",2
"(110, 186)",2
"(-230, 180)",2
"(-230, 179)",2
"(117, 179)",2
"(-230, 166)",2
"(126, 170)",2
"(-230, 159)",2
"(127, 169)",2
"(128, 168)",2
"(130, 166)",2
"(-230, 146)",2
"(137, 159)",2
"(-230, 140)",2
"(-230, 139)",2
"(145, 151)",2
"(146, 150)",2
"(147, 149)",2
"(-230, 126)",2
"(148, 148)",2
"(150, 146)",2
"(-230, 120)",2
"(-230, 119)",2
"(-230, 115)",2
"(157, 139)",2
"(161, 135)",2
"(-177, -53)",2
"(-163, -67)",2
"(296, -58)",2
"(-155, -75)",2
"(-78, -152)",2
"(-77, -153)",2
"(-74, -156)",2
"(-73, -157)",2
"(-68, -162)",2
"(-66, -164)",2
"(-62, -168)",2
"(-58, -172)",2
"(-57, -173)",2
"(-54, -176)",2
"(-53, -177)",2
"(-50, -180)",2
"(-48, -182)",2
"(-46, -184)",2
"(-42, -188)",2
"(296, -121)",2
"(296, -150)",2
"(-15, -215)",2
"(-12, -218)",2
"(296, -156)",2
"(3, -230)",2
"(4, -230)",2
"(6, -230)",2
"(11, -230)",2
"(22, -230)",2
"(296, -167)",2
"(31, -230)",2
"(-82, -148)",2
"(-86, -144)",2
"(-88, -142)",2
"(-118, -112)",2
"(296, -71)",2
"(296, -77)",2
"(-138, -92)",2
"(-137, -93)",2
"(296, -80)",2
"(296, -83)",2
"(-134, -96)",2
"(-133, -97)",2
"(-130, -100)",2
"(-128, -102)",2
"(-126, -104)",2
"(-122, -108)",2
"(-117, -113)",2
"(-90, -140)",2
"(-114, -116)",2
"(-113, -117)",2
